id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,target
4891,1,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,Class_3
933,0,0,0,0,0,0,0,16,0,3,4,0,0,0,5,11,0,0,3,2,0,1,0,0,0,1,0,2,1,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Class_4
62528,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,1,3,0,4,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,2,18,0,0,0,0,0,0,Class_4
19264,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Class_2
84733,0,0,0,0,0,0,0,4,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,Class_3
21156,0,0,0,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,15,2,5,0,3,1,0,2,0,1,0,4,0,8,0,0,0,0,0,0,Class_2
99782,0,0,0,0,0,1,0,5,0,0,2,0,0,0,7,0,0,6,1,18,0,0,0,0,17,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,2,0,Class_2
8289,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,7,0,0,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Class_2
97791,0,0,0,1,0,0,2,0,2,0,0,0,0,3,2,1,1,0,0,0,0,2,1,0,0,0,0,0,2,0,0,3,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,Class_2
58930,0,0,0,21,0,2,0,0,0,4,0,0,0,1,0,1,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,2,0,3,Class_2
98275,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,3,0,0,5,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,Class_3
5799,0,0,0,0,0,0,0,8,3,1,2,0,3,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Class_4
76874,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,2,2,Class_2
21945,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,Class_4
57101,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,Class_1
13154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,1,15,2,10,0,2,0,0,6,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,1,0,Class_2
87577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_2
88231,0,0,0,3,0,0,0,0,0,2,1,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Class_3
71403,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,14,12,0,0,0,2,0,3,0,0,0,2,0,7,0,1,0,Class_3
78219,0,0,0,0,0,0,0,4,0,1,5,0,0,2,2,0,0,0,2,7,0,0,0,0,0,0,0,5,4,0,0,0,0,2,0,7,0,0,5,2,0,0,1,1,0,0,0,0,2,0,Class_3
87559,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,3,0,0,1,0,0,0,1,0,2,0,0,8,2,2,0,2,1,0,0,0,0,0,40,0,1,0,0,0,0,0,0,0,2,0,Class_3
23963,0,9,0,0,0,0,0,2,0,0,1,0,3,2,1,0,0,0,0,0,1,1,0,0,0,0,6,0,3,0,0,0,0,0,15,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,Class_3
78994,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,1,0,0,0,Class_2
19645,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,4,0,Class_2
67586,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,5,0,0,2,6,0,0,0,0,10,0,0,0,0,0,2,Class_2
92413,0,5,0,0,1,0,0,0,0,1,0,0,2,0,2,10,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,Class_1
83197,0,0,0,0,18,2,0,0,0,0,0,0,0,0,5,2,1,0,0,3,0,0,3,0,0,0,0,0,1,0,1,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Class_3
20153,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,1,0,0,2,1,0,0,0,0,0,0,0,6,5,0,0,4,0,0,4,9,0,2,0,0,3,0,0,0,0,0,0,0,0,0,Class_2
38711,0,0,0,0,0,2,0,2,0,0,0,0,3,0,1,1,0,0,0,0,0,14,2,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,Class_3
84037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,3,0,Class_2
53515,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,2,0,0,28,0,2,0,0,0,0,0,0,0,0,7,Class_2
72690,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,Class_2
54016,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,Class_1
28323,0,0,1,3,0,0,0,0,3,0,0,7,1,1,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,Class_2
38124,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,Class_2
94765,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,9,1,0,0,0,0,0,5,0,0,1,0,Class_2
99355,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,2,0,Class_2
75434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,10,0,1,0,0,Class_2
44098,0,0,0,0,0,1,0,0,3,0,0,0,0,2,0,1,2,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Class_2
36193,0,1,0,0,0,0,0,2,0,0,0,0,1,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,8,4,0,0,2,1,2,0,0,0,13,0,0,0,0,0,0,0,1,0,Class_4
56596,0,0,0,9,2,0,3,0,0,0,0,1,2,0,8,0,0,1,0,13,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,Class_4
9620,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,Class_1
2320,0,0,0,0,0,1,15,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,10,1,0,0,10,0,0,0,1,0,0,0,1,0,1,0,Class_2
20263,2,0,0,0,0,0,0,2,1,0,8,1,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,Class_4
91237,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,Class_3
56540,0,0,0,0,0,0,0,2,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Class_2
85860,1,0,0,0,0,0,0,0,0,4,1,6,0,0,0,2,0,3,1,1,0,1,0,0,0,0,17,0,2,0,0,0,0,0,0,7,0,6,4,0,0,0,0,0,0,0,0,22,2,2,Class_2
29944,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,6,1,0,0,0,0,0,0,6,0,0,3,0,2,3,1,0,0,0,0,2,0,19,4,0,0,0,0,2,0,0,0,0,Class_2
14896,0,0,0,1,0,2,8,3,10,3,0,2,2,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_2
4103,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,6,0,2,1,0,0,0,0,0,0,12,0,5,0,0,0,0,0,4,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,Class_2
9508,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,6,0,0,Class_2
98913,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,5,2,0,0,1,2,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,Class_2
88044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,Class_4
26703,0,1,0,6,0,0,5,0,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,7,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,Class_2
57379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,Class_2
47667,0,0,0,0,3,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Class_1
33308,0,0,0,0,0,0,0,0,15,0,0,0,0,0,3,5,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,6,0,Class_1
76500,0,11,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,Class_2
71552,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,14,0,0,0,1,3,0,0,0,1,0,0,9,0,10,0,0,0,4,1,0,3,0,1,0,0,0,0,0,0,0,Class_3
22932,2,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,Class_2
77433,0,1,0,5,0,0,0,0,5,0,0,0,1,0,13,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,Class_2
17425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,20,0,0,0,2,0,4,0,0,1,6,0,0,0,0,0,Class_2
87530,4,0,0,0,2,0,0,0,0,3,0,1,1,0,33,3,0,1,0,5,2,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Class_3
26329,0,7,0,2,1,0,0,1,0,2,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,2,0,1,1,0,0,3,0,0,0,0,0,2,1,Class_3
85683,0,0,0,3,0,0,0,0,0,0,1,0,0,0,30,0,0,1,0,3,0,0,0,0,0,2,0,2,5,0,0,0,0,0,0,8,0,0,8,0,1,0,0,0,0,0,0,0,0,0,Class_4
9122,0,0,0,0,0,0,0,0,0,4,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,13,0,0,2,0,0,0,0,0,0,1,0,Class_3
47722,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,1,Class_4
27283,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Class_2
94490,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,Class_2
8665,0,0,0,2,0,0,0,0,1,3,0,0,0,0,4,0,1,0,0,0,1,0,0,0,3,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,9,Class_2
71109,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,Class_2
40268,0,0,0,2,0,0,0,3,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,12,0,0,1,0,0,0,0,0,0,2,14,0,0,0,0,0,1,0,0,1,2,Class_4
51849,0,0,0,0,0,0,1,5,0,0,0,0,0,1,1,14,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,2,0,0,21,0,0,0,0,0,0,Class_3
68992,0,0,0,0,0,1,1,0,2,0,0,0,2,0,5,1,0,0,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_2
6318,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1,1,0,4,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,1,0,0,Class_3
274,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,Class_3
58635,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,20,0,0,0,4,0,1,0,0,14,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,Class_4
77599,0,0,0,0,0,0,0,0,0,7,0,3,1,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Class_2
31249,0,0,0,0,0,1,0,0,30,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Class_2
1870,0,0,0,0,0,0,0,8,0,0,0,0,0,1,2,1,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,1,2,0,0,0,4,0,0,0,1,0,0,0,0,0,2,1,Class_2
632,0,0,0,2,0,0,0,4,2,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,Class_3
27979,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,4,10,Class_1
22089,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,4,0,0,3,0,0,0,0,1,0,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,Class_1
18842,0,0,0,3,0,0,0,6,0,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Class_1
26090,0,0,0,0,0,0,12,6,1,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14,1,0,1,0,Class_2
81340,0,2,0,0,0,0,0,0,2,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Class_3
12060,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,7,0,0,8,4,0,0,2,0,2,3,0,0,0,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0,Class_2
43957,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,Class_2
97901,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,0,3,18,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,2,0,0,Class_4
87707,0,0,0,0,1,0,0,0,20,0,8,1,0,0,0,0,0,4,1,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Class_4
93387,0,0,0,0,0,0,8,6,0,1,0,0,1,0,17,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,2,0,0,0,0,0,1,0,8,0,0,0,0,6,0,0,5,0,1,0,Class_2
26757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,11,0,1,0,Class_3
89300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,6,0,3,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,10,0,0,0,0,Class_2
55536,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,6,0,0,0,0,16,0,2,1,2,0,0,0,3,1,0,0,Class_3
40930,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,3,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,3,9,0,0,0,0,0,0,1,0,0,Class_1
92431,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,8,0,0,0,2,0,0,5,0,0,1,0,0,0,1,4,0,Class_3
15533,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,8,0,2,0,0,0,0,0,23,0,0,0,0,2,0,Class_4
28035,0,0,0,0,0,3,0,0,0,0,0,0,1,0,5,0,0,9,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,3,Class_3
55806,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,Class_4
79951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,3,0,0,0,0,0,3,0,0,6,0,Class_2
21921,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,Class_2
55348,0,7,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,0,2,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Class_2
44403,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,Class_3
6809,2,1,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,1,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,6,Class_2
17109,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,5,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,5,0,Class_3
11803,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,8,0,1,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,9,0,0,0,0,5,0,3,4,1,0,0,3,0,0,0,0,Class_2
50358,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,1,0,1,1,1,0,0,1,0,0,4,0,6,0,0,0,0,0,3,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,Class_3
22256,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,3,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,2,Class_3
78630,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,1,0,3,0,0,0,3,1,0,0,1,0,0,1,0,0,9,0,0,0,2,0,2,0,0,0,1,2,0,0,0,0,0,0,4,Class_2
54344,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,4,1,0,8,0,0,0,0,0,0,Class_2
3580,0,0,0,0,17,2,0,3,0,2,0,3,0,0,0,1,4,8,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,Class_3
53169,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,Class_2
4472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Class_4
37646,0,0,1,0,1,0,0,3,0,3,1,1,2,0,2,0,0,5,0,0,0,5,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,4,0,0,0,0,3,0,0,0,0,0,0,Class_4
88214,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,1,0,0,3,0,0,0,1,Class_2
80994,0,5,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,2,0,0,0,0,1,0,3,0,0,2,0,0,1,0,0,12,0,0,2,2,0,0,0,1,0,0,0,4,0,4,6,Class_2
22988,0,0,0,0,0,0,0,0,0,1,0,0,2,0,7,1,0,7,0,1,0,0,0,0,2,1,0,0,0,0,0,11,0,0,0,0,1,2,1,0,0,0,0,0,0,0,4,0,0,0,Class_3
20181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,Class_1
29521,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,Class_4
48857,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,Class_3
1714,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,3,0,1,0,0,0,0,0,2,0,Class_3
4941,0,0,0,2,0,0,8,0,1,0,7,0,0,0,8,1,7,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,1,0,0,2,0,4,0,0,0,0,1,0,0,0,0,Class_2
84509,8,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,Class_1
82628,0,0,0,0,0,0,0,4,1,2,3,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16,Class_2
39444,0,0,0,1,0,0,0,3,0,3,0,0,0,0,11,0,0,0,0,0,0,3,0,1,1,0,1,0,1,0,0,0,0,0,1,6,1,1,0,0,6,0,1,0,0,0,0,0,0,0,Class_2
29131,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,2,1,0,0,0,2,0,0,Class_2
8341,0,0,0,0,0,0,0,0,0,2,0,0,1,0,17,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,Class_2
