id,target
65301,Class_2
88702,Class_1
53691,Class_2
50847,Class_3
26577,Class_2
85320,Class_2
32385,Class_2
72958,Class_2
67458,Class_4
96943,Class_2
34900,Class_4
74875,Class_1
23269,Class_2
70203,Class_2
53899,Class_2
46267,Class_2
30658,Class_2
76045,Class_2
61119,Class_1
72064,Class_3
34472,Class_3
97255,Class_2
26186,Class_3
71283,Class_2
94757,Class_2
45531,Class_4
50999,Class_2
98604,Class_1
70711,Class_3
71538,Class_3
96401,Class_2
84855,Class_2
41053,Class_2
39337,Class_4
79074,Class_2
19370,Class_2
71103,Class_2
47613,Class_3
32763,Class_3
9624,Class_2
70769,Class_3
55492,Class_2
30512,Class_2
441,Class_2
70700,Class_2
23168,Class_1
40371,Class_2
18759,Class_2
36514,Class_3
90416,Class_2
40166,Class_2
8579,Class_3
23145,Class_1
56710,Class_2
12490,Class_2
26124,Class_3
82755,Class_2
74733,Class_2
12757,Class_2
68554,Class_2
66315,Class_3
46878,Class_2
10741,Class_2
77446,Class_4
13881,Class_3
40628,Class_1
22461,Class_2
22914,Class_1
15194,Class_2
84879,Class_1
21599,Class_2
6812,Class_2
47483,Class_3
86697,Class_3
96959,Class_2
25967,Class_2
89192,Class_2
34350,Class_3
69102,Class_2
59438,Class_2
85061,Class_3
1217,Class_4
55226,Class_2
95635,Class_2
62584,Class_3
52881,Class_2
9051,Class_3
81064,Class_3
29217,Class_2
92663,Class_2
16949,Class_2
47036,Class_4
18053,Class_2
98101,Class_2
57420,Class_2
99025,Class_2
32906,Class_3
24784,Class_2
2417,Class_2
73787,Class_2
49362,Class_1
11619,Class_3
82462,Class_3
10366,Class_3
59731,Class_3
3231,Class_3
54595,Class_3
10817,Class_2
43817,Class_2
53070,Class_3
11114,Class_2
20228,Class_3
10825,Class_4
99243,Class_4
57025,Class_4
94034,Class_2
49783,Class_2
49482,Class_2
87021,Class_2
71316,Class_2
21066,Class_2
56649,Class_1
30758,Class_3
12200,Class_2
77383,Class_2
26940,Class_1
97940,Class_2
7686,Class_2
55345,Class_2
33195,Class_3
28934,Class_3
70590,Class_3
91787,Class_2
33294,Class_3
63263,Class_4
44485,Class_3
20225,Class_2
85747,Class_3
93406,Class_2
77376,Class_2
90489,Class_2
67510,Class_4
88492,Class_3
34860,Class_3
57651,Class_2
12579,Class_2
92381,Class_3
9162,Class_3
66373,Class_3
26922,Class_2
6009,Class_2
92387,Class_2
32885,Class_3
90462,Class_2
58214,Class_2
62964,Class_2
44612,Class_2
51685,Class_2
49673,Class_2
66459,Class_2
89358,Class_2
33190,Class_3
60056,Class_2
80311,Class_4
53653,Class_2
66812,Class_2
5660,Class_1
91805,Class_3
22239,Class_3
38127,Class_1
70688,Class_2
23944,Class_2
47449,Class_2
74730,Class_2
30035,Class_2
40714,Class_3
38139,Class_2
43948,Class_2
26303,Class_1
78043,Class_2
41511,Class_2
15820,Class_2
8309,Class_3
78833,Class_3
19660,Class_2
74497,Class_1
82141,Class_2
64639,Class_2
3071,Class_2
70346,Class_3
67239,Class_2
43065,Class_4
71523,Class_2
7763,Class_2
92648,Class_3
61691,Class_1
28046,Class_3
6418,Class_2
2527,Class_2
63583,Class_3
75954,Class_2
57903,Class_2
27989,Class_4
5276,Class_1
53519,Class_3
96009,Class_2
49147,Class_2
77868,Class_4
29021,Class_3
95413,Class_2
57663,Class_2
2338,Class_2
7995,Class_1
15294,Class_2
1458,Class_2
37665,Class_2
93007,Class_2
4669,Class_2
74655,Class_2
26334,Class_4
36588,Class_3
26330,Class_2
35192,Class_2
57626,Class_3
66280,Class_3
3904,Class_2
45582,Class_2
1520,Class_2
75266,Class_1
6293,Class_2
47082,Class_2
34606,Class_2
72884,Class_3
66212,Class_2
99911,Class_4
56432,Class_3
33499,Class_1
28463,Class_1
15466,Class_2
36887,Class_2
85385,Class_2
60418,Class_2
59562,Class_2
77744,Class_3
41502,Class_1
45756,Class_2
66674,Class_3
97191,Class_2
62305,Class_2
12772,Class_2
23766,Class_2
41455,Class_2
10085,Class_4
33502,Class_3
94707,Class_2
15610,Class_2
40775,Class_4
90089,Class_2
76718,Class_2
81561,Class_3
24840,Class_4
84237,Class_2
51987,Class_3
45145,Class_3
62739,Class_2
58463,Class_3
1230,Class_2
29366,Class_2
5705,Class_1
5779,Class_1
21995,Class_2
13614,Class_1
95184,Class_2
98022,Class_2
22767,Class_4
87665,Class_2
86300,Class_2
25908,Class_4
72380,Class_2
22751,Class_2
46320,Class_2
50754,Class_2
15985,Class_2
61514,Class_2
18702,Class_4
93111,Class_3
5981,Class_3
15562,Class_1
40812,Class_1
77068,Class_1
82120,Class_2
45739,Class_2
43853,Class_1
72479,Class_1
98931,Class_3
4249,Class_3
61864,Class_2
82564,Class_2
58170,Class_2
59963,Class_3
20821,Class_1
16461,Class_4
34437,Class_3
90237,Class_2
59601,Class_2
69450,Class_2
18783,Class_2
59208,Class_2
38361,Class_4
20135,Class_2
10917,Class_3
45535,Class_2
86546,Class_2
32366,Class_2
52172,Class_2
66325,Class_2
9683,Class_2
46462,Class_2
74912,Class_4
74433,Class_3
59915,Class_2
41285,Class_2
84655,Class_4
27555,Class_2
34131,Class_4
52058,Class_3
31372,Class_3
23352,Class_2
56579,Class_2
55212,Class_2
852,Class_2
17247,Class_2
23921,Class_2
78063,Class_2
75447,Class_2
87057,Class_2
31179,Class_2
56542,Class_2
17346,Class_2
76418,Class_2
24095,Class_2
18337,Class_2
32576,Class_2
6062,Class_3
29017,Class_2
93125,Class_3
95949,Class_2
89823,Class_2
71843,Class_2
57640,Class_2
1040,Class_1
42745,Class_2
66157,Class_4
59116,Class_3
9735,Class_3
72130,Class_2
9965,Class_2
21929,Class_2
93575,Class_2
41255,Class_2
86301,Class_4
11181,Class_2
31968,Class_2
10649,Class_2
41386,Class_2
17599,Class_2
70608,Class_2
28100,Class_3
36733,Class_2
16240,Class_2
8941,Class_2
91572,Class_2
7725,Class_2
42611,Class_2
58532,Class_4
85872,Class_2
47694,Class_3
28624,Class_2
6000,Class_2
67326,Class_2
28189,Class_3
73260,Class_3
71935,Class_1
5904,Class_2
35231,Class_2
60801,Class_2
549,Class_3
59400,Class_4
23200,Class_3
60716,Class_2
15571,Class_2
31326,Class_2
33060,Class_2
47992,Class_1
95799,Class_3
30919,Class_2
95336,Class_2
48466,Class_3
22356,Class_1
51246,Class_2
73976,Class_2
59609,Class_1
19554,Class_2
71161,Class_1
84300,Class_4
46443,Class_2
88972,Class_2
26213,Class_2
85208,Class_2
66128,Class_3
83983,Class_2
82181,Class_3
30578,Class_4
85019,Class_3
9996,Class_2
59357,Class_3
44977,Class_2
63779,Class_2
50130,Class_3
62842,Class_2
2322,Class_2
6578,Class_2
31570,Class_2
20985,Class_2
56658,Class_2
81263,Class_2
59464,Class_3
44355,Class_2
32495,Class_2
5219,Class_4
80204,Class_2
48970,Class_2
22919,Class_4
72878,Class_2
52987,Class_2
58980,Class_4
41558,Class_1
20427,Class_3
19591,Class_2
90461,Class_1
82331,Class_2
42566,Class_2
60699,Class_2
83593,Class_2
69944,Class_2
19540,Class_2
44922,Class_1
62390,Class_2
5089,Class_2
47745,Class_2
49232,Class_3
27820,Class_2
26661,Class_2
71921,Class_3
47222,Class_2
95710,Class_2
60960,Class_2
75378,Class_4
78109,Class_3
74481,Class_2
80782,Class_2
33929,Class_3
55929,Class_2
8959,Class_3
98003,Class_3
45552,Class_2
49881,Class_2
41267,Class_3
52093,Class_2
69474,Class_2
62470,Class_2
68564,Class_3
69019,Class_3
26792,Class_1
23034,Class_2
83233,Class_4
20535,Class_4
39955,Class_2
64923,Class_4
77230,Class_3
28043,Class_2
18849,Class_2
96331,Class_2
24865,Class_4
84775,Class_1
29769,Class_2
27363,Class_1
82337,Class_1
16113,Class_4
93751,Class_2
94657,Class_2
24903,Class_3
33333,Class_2
62382,Class_4
60171,Class_1
90059,Class_4
62445,Class_2
26095,Class_3
98308,Class_3
25868,Class_3
61188,Class_2
15099,Class_2
12469,Class_3
62449,Class_1
7411,Class_3
33131,Class_3
65349,Class_3
12966,Class_2
38348,Class_4
64396,Class_2
16800,Class_2
32989,Class_4
92449,Class_2
56461,Class_2
3222,Class_4
41272,Class_4
91989,Class_2
82102,Class_2
2952,Class_3
69347,Class_2
95115,Class_1
49471,Class_2
70660,Class_2
86443,Class_4
44394,Class_3
21731,Class_4
96670,Class_2
99148,Class_2
62361,Class_3
20330,Class_2
22652,Class_2
81913,Class_1
57718,Class_2
53779,Class_3
70108,Class_2
70491,Class_3
88360,Class_2
16290,Class_2
5426,Class_2
56129,Class_3
8264,Class_2
81766,Class_2
99488,Class_3
43545,Class_2
85344,Class_2
19911,Class_4
46065,Class_2
67502,Class_4
80396,Class_2
74688,Class_3
70235,Class_2
46677,Class_3
27953,Class_2
97230,Class_2
36563,Class_2
75376,Class_2
88889,Class_2
64624,Class_2
14131,Class_2
2040,Class_4
64275,Class_1
82244,Class_4
93192,Class_2
50783,Class_3
98517,Class_3
73304,Class_2
50536,Class_3
69004,Class_2
16735,Class_2
69083,Class_3
64651,Class_2
78368,Class_3
73729,Class_2
34329,Class_3
93174,Class_4
655,Class_1
10963,Class_3
83395,Class_4
60300,Class_2
52539,Class_4
75708,Class_2
39684,Class_1
21587,Class_4
92264,Class_4
12355,Class_2
18500,Class_1
41626,Class_1
33017,Class_2
36570,Class_3
10970,Class_2
57936,Class_2
7714,Class_2
59642,Class_2
75565,Class_2
30576,Class_2
71067,Class_2
8270,Class_2
6208,Class_2
82139,Class_3
73160,Class_3
17096,Class_4
35914,Class_4
86179,Class_2
80503,Class_2
19291,Class_4
44210,Class_4
30316,Class_2
87242,Class_2
58242,Class_2
61999,Class_2
3593,Class_2
9314,Class_2
69189,Class_3
10093,Class_3
58572,Class_2
28792,Class_2
57208,Class_3
49771,Class_2
5526,Class_4
88374,Class_3
27646,Class_2
41668,Class_2
10981,Class_3
77957,Class_4
46048,Class_2
76878,Class_2
84959,Class_3
42867,Class_2
59541,Class_3
30721,Class_2
56847,Class_3
6219,Class_2
36254,Class_2
68518,Class_1
59996,Class_3
34863,Class_2
41275,Class_3
1430,Class_2
47339,Class_2
42847,Class_2
73083,Class_2
68695,Class_1
59699,Class_3
72156,Class_2
83815,Class_2
7580,Class_2
2098,Class_4
14180,Class_2
96642,Class_4
40926,Class_2
80033,Class_3
9509,Class_3
23628,Class_2
88358,Class_2
56337,Class_2
41242,Class_2
76346,Class_1
21124,Class_4
3153,Class_3
93646,Class_2
20960,Class_2
25119,Class_2
13053,Class_4
1260,Class_2
15901,Class_3
564,Class_3
10654,Class_3
31719,Class_2
10645,Class_2
37169,Class_2
11562,Class_3
37709,Class_1
37647,Class_2
7389,Class_4
8405,Class_3
48278,Class_2
21189,Class_3
29517,Class_2
53608,Class_2
50770,Class_2
95000,Class_2
38621,Class_3
80062,Class_2
47493,Class_2
30338,Class_3
18739,Class_3
22877,Class_3
270,Class_2
1318,Class_2
70050,Class_4
29534,Class_2
52601,Class_4
25142,Class_2
45658,Class_1
65566,Class_2
51781,Class_2
96873,Class_2
55108,Class_1
89592,Class_2
2547,Class_4
87797,Class_3
41195,Class_2
5953,Class_2
33054,Class_1
60780,Class_2
7687,Class_3
62642,Class_3
39188,Class_2
14806,Class_3
54010,Class_3
58850,Class_2
86983,Class_2
39182,Class_3
8999,Class_3
52150,Class_1
4505,Class_4
39250,Class_4
33771,Class_3
62333,Class_3
48153,Class_3
93979,Class_3
6100,Class_4
11141,Class_2
85484,Class_2
99154,Class_2
57280,Class_2
53637,Class_2
59455,Class_3
79976,Class_1
27244,Class_2
8229,Class_1
91065,Class_2
56302,Class_2
64130,Class_1
38642,Class_2
92560,Class_4
58280,Class_2
46932,Class_3
95342,Class_1
75366,Class_2
44266,Class_3
27964,Class_2
66240,Class_2
45726,Class_2
34706,Class_2
83724,Class_4
60799,Class_2
39445,Class_2
3716,Class_2
48941,Class_2
15528,Class_2
90956,Class_2
8180,Class_2
23035,Class_1
96566,Class_2
42465,Class_1
5982,Class_2
20925,Class_3
39542,Class_2
87401,Class_2
35295,Class_2
50191,Class_3
37400,Class_1
46082,Class_4
10290,Class_2
91162,Class_2
99062,Class_3
75836,Class_1
29468,Class_1
45566,Class_3
20743,Class_3
91690,Class_4
86990,Class_1
10408,Class_2
2546,Class_2
97459,Class_2
61253,Class_3
97231,Class_1
23388,Class_2
25787,Class_2
67842,Class_1
39196,Class_2
54637,Class_2
20097,Class_2
60980,Class_3
39344,Class_2
67131,Class_2
61066,Class_2
43932,Class_3
58625,Class_2
31427,Class_2
17497,Class_2
22654,Class_3
5002,Class_3
21898,Class_2
14762,Class_2
29809,Class_2
58777,Class_2
40420,Class_2
36794,Class_3
51384,Class_2
84764,Class_3
61649,Class_2
15486,Class_2
26091,Class_2
83062,Class_2
2771,Class_2
67030,Class_3
94906,Class_4
99173,Class_4
52259,Class_1
79659,Class_2
26970,Class_2
80040,Class_3
5047,Class_3
71413,Class_3
64521,Class_2
81642,Class_2
85274,Class_2
68332,Class_1
30510,Class_2
23637,Class_3
67366,Class_2
38029,Class_2
83594,Class_2
87962,Class_2
68543,Class_2
46541,Class_3
365,Class_1
21421,Class_2
99291,Class_4
53921,Class_2
96840,Class_2
4009,Class_2
32420,Class_2
11504,Class_2
16774,Class_2
21926,Class_1
77385,Class_3
85576,Class_2
62234,Class_2
53229,Class_4
33966,Class_2
84548,Class_3
97109,Class_4
49463,Class_2
69094,Class_2
86424,Class_3
83888,Class_2
81143,Class_2
85997,Class_2
32080,Class_2
73430,Class_2
40752,Class_3
37870,Class_2
7756,Class_2
15519,Class_4
24237,Class_4
53456,Class_4
20356,Class_3
60456,Class_2
51381,Class_3
65201,Class_2
81283,Class_3
95008,Class_3
1858,Class_2
5288,Class_2
91957,Class_2
77477,Class_3
54891,Class_2
6232,Class_3
36702,Class_2
68290,Class_3
27022,Class_1
45546,Class_2
575,Class_3
42355,Class_1
70367,Class_4
51388,Class_2
91327,Class_3
83132,Class_3
1575,Class_2
12752,Class_2
85313,Class_3
28674,Class_3
88656,Class_2
27437,Class_3
42326,Class_2
53683,Class_2
51102,Class_3
90890,Class_4
41061,Class_2
63547,Class_3
67257,Class_2
35887,Class_2
44937,Class_2
61893,Class_4
70256,Class_2
74439,Class_4
65676,Class_2
48449,Class_2
40340,Class_1
2958,Class_4
72157,Class_3
66532,Class_3
1599,Class_2
51842,Class_2
19315,Class_2
61461,Class_2
14406,Class_1
32200,Class_2
85688,Class_3
6872,Class_2
13928,Class_2
95065,Class_4
55722,Class_3
70057,Class_2
91422,Class_2
47649,Class_2
25128,Class_2
2391,Class_2
13600,Class_4
16314,Class_2
52529,Class_3
2667,Class_3
21549,Class_2
98111,Class_2
24034,Class_2
46447,Class_2
50359,Class_3
90552,Class_2
31266,Class_4
6301,Class_2
27380,Class_2
85509,Class_2
98172,Class_4
38527,Class_2
75443,Class_2
95419,Class_3
17969,Class_2
74120,Class_3
48936,Class_3
34496,Class_4
52894,Class_2
41780,Class_4
97486,Class_1
58558,Class_3
32073,Class_2
67883,Class_2
12331,Class_2
77992,Class_3
7395,Class_4
43417,Class_2
40569,Class_3
21350,Class_2
63019,Class_4
78508,Class_2
69009,Class_2
85970,Class_1
31442,Class_2
81511,Class_2
77822,Class_3
38874,Class_2
81630,Class_3
68479,Class_4
97031,Class_2
93773,Class_1
4618,Class_3
3166,Class_3
63606,Class_2
98696,Class_2
8325,Class_1
84722,Class_4
75472,Class_2
25434,Class_1
78838,Class_4
64786,Class_2
11583,Class_2
99035,Class_2
12557,Class_2
94363,Class_3
26535,Class_2
12110,Class_4
60866,Class_4
63550,Class_2
46933,Class_4
49265,Class_3
2286,Class_2
76339,Class_1
49706,Class_3
92220,Class_4
25039,Class_3
10926,Class_2
6569,Class_2
94361,Class_2
21550,Class_3
39186,Class_2
69971,Class_2
95578,Class_3
43490,Class_4
81794,Class_2
43961,Class_2
53657,Class_3
71925,Class_2
67177,Class_4
86849,Class_2
50286,Class_4
42288,Class_2
57292,Class_3
3393,Class_2
37017,Class_2
52319,Class_2
31727,Class_2
76782,Class_3
46161,Class_2
29915,Class_2
24999,Class_2
99585,Class_2
9789,Class_4
77361,Class_2
28177,Class_2
40299,Class_2
78117,Class_2
27212,Class_2
78049,Class_2
71202,Class_2
49779,Class_2
32866,Class_4
63088,Class_3
83432,Class_4
88042,Class_2
93880,Class_2
98783,Class_4
20458,Class_2
40359,Class_1
47166,Class_3
96219,Class_2
11497,Class_3
44080,Class_2
94802,Class_2
38535,Class_3
58373,Class_2
979,Class_3
77959,Class_2
46050,Class_3
91437,Class_2
83474,Class_2
64205,Class_2
53745,Class_2
93248,Class_3
31540,Class_2
63420,Class_2
55005,Class_3
78216,Class_2
57249,Class_3
40855,Class_2
43320,Class_2
52146,Class_2
18512,Class_3
90691,Class_4
77262,Class_2
62036,Class_1
10902,Class_3
27116,Class_2
21389,Class_1
66006,Class_2
38424,Class_1
81378,Class_2
53248,Class_2
54373,Class_2
16933,Class_1
69107,Class_4
42068,Class_2
18881,Class_4
5353,Class_3
55608,Class_2
69704,Class_1
77547,Class_2
41535,Class_2
73645,Class_2
69782,Class_2
7319,Class_2
58244,Class_4
54128,Class_2
39981,Class_2
56640,Class_4
56753,Class_2
81222,Class_4
35095,Class_2
4148,Class_3
55181,Class_2
55530,Class_3
89151,Class_2
85671,Class_2
2468,Class_2
25588,Class_2
30732,Class_4
45462,Class_4
10723,Class_2
67020,Class_4
41963,Class_2
89610,Class_2
86044,Class_3
77491,Class_1
45651,Class_2
90249,Class_2
18248,Class_1
84871,Class_2
7730,Class_2
44263,Class_2
55767,Class_2
94039,Class_2
41821,Class_2
77946,Class_3
80713,Class_3
78141,Class_4
41948,Class_4
14881,Class_2
26322,Class_4
43257,Class_2
94453,Class_2
78702,Class_2
32718,Class_3
18853,Class_2
40471,Class_2
95806,Class_3
47317,Class_2
47844,Class_3
79696,Class_2
29868,Class_4
29939,Class_4
48953,Class_2
23604,Class_3
89352,Class_4
28049,Class_3
4145,Class_2
49562,Class_2
43697,Class_3
78364,Class_3
22279,Class_2
46122,Class_2
62557,Class_1
15393,Class_2
16866,Class_2
47399,Class_3
97642,Class_2
47835,Class_2
55447,Class_2
82732,Class_2
62283,Class_3
82827,Class_1
34222,Class_2
44822,Class_2
59445,Class_2
47327,Class_2
94494,Class_1
37200,Class_1
25369,Class_2
79690,Class_2
11313,Class_3
47217,Class_3
63189,Class_3
28890,Class_2
62346,Class_2
55080,Class_2
39425,Class_3
40019,Class_3
2544,Class_2
19662,Class_2
25841,Class_3
13098,Class_2
85498,Class_3
26829,Class_4
17953,Class_1
76006,Class_1
94349,Class_2
56349,Class_4
35619,Class_4
78271,Class_1
52373,Class_2
79514,Class_2
77630,Class_3
94723,Class_2
29049,Class_2
65060,Class_1
57770,Class_4
96308,Class_3
88346,Class_2
89173,Class_2
70754,Class_1
41996,Class_2
95140,Class_2
86471,Class_2
43384,Class_2
36689,Class_4
88192,Class_4
30430,Class_2
62512,Class_3
98734,Class_2
29133,Class_2
4657,Class_2
24460,Class_4
61820,Class_3
81761,Class_3
86683,Class_3
56275,Class_3
64150,Class_2
29109,Class_2
72893,Class_2
49078,Class_2
46210,Class_3
36838,Class_2
2220,Class_3
15613,Class_2
91092,Class_4
67362,Class_3
33265,Class_1
90831,Class_1
48158,Class_3
98871,Class_2
77620,Class_3
2785,Class_3
49995,Class_2
59296,Class_3
34566,Class_4
28596,Class_2
85846,Class_2
32890,Class_3
32025,Class_2
95157,Class_2
89756,Class_4
18571,Class_2
12750,Class_2
1738,Class_3
5146,Class_1
46879,Class_2
54934,Class_1
82019,Class_2
3848,Class_2
23796,Class_3
9887,Class_1
36707,Class_2
59239,Class_2
48154,Class_2
88334,Class_2
63951,Class_2
47658,Class_1
98369,Class_3
28710,Class_2
68852,Class_2
66647,Class_2
93967,Class_2
88542,Class_4
29505,Class_4
20266,Class_2
34645,Class_2
64717,Class_2
10867,Class_1
13935,Class_2
44918,Class_2
66100,Class_2
89323,Class_2
62005,Class_2
53868,Class_2
67358,Class_1
84780,Class_2
48808,Class_2
41254,Class_3
36597,Class_1
96793,Class_2
9351,Class_3
96346,Class_2
18142,Class_2
42948,Class_1
48881,Class_3
81164,Class_2
26106,Class_2
72259,Class_2
30223,Class_3
53978,Class_1
78212,Class_2
60042,Class_4
77863,Class_2
40260,Class_4
38266,Class_4
54188,Class_2
81063,Class_3
36532,Class_2
57750,Class_2
16130,Class_2
96449,Class_2
71009,Class_2
79005,Class_2
98680,Class_1
79470,Class_3
38166,Class_2
65739,Class_2
39524,Class_1
36204,Class_3
43885,Class_4
78721,Class_2
73939,Class_2
42834,Class_1
91526,Class_2
11930,Class_3
78171,Class_2
50104,Class_3
87147,Class_2
74360,Class_3
4643,Class_2
31482,Class_2
63698,Class_4
25455,Class_2
83219,Class_1
97026,Class_1
44534,Class_2
3208,Class_2
39545,Class_3
44025,Class_1
16420,Class_2
88997,Class_2
30004,Class_2
40450,Class_2
83744,Class_2
55593,Class_4
80845,Class_3
37008,Class_1
75649,Class_2
21417,Class_2
67473,Class_2
41151,Class_3
50310,Class_2
8638,Class_2
37475,Class_2
59359,Class_2
29946,Class_2
52252,Class_3
1598,Class_2
69769,Class_2
14370,Class_2
20590,Class_2
92200,Class_4
84539,Class_1
72696,Class_2
45559,Class_4
44129,Class_2
93054,Class_2
84701,Class_3
48074,Class_1
50407,Class_2
33894,Class_3
16210,Class_3
22199,Class_4
45247,Class_3
32114,Class_2
40650,Class_3
61219,Class_2
37898,Class_3
19957,Class_1
51485,Class_2
66953,Class_1
42643,Class_3
36878,Class_2
66755,Class_2
76397,Class_2
14536,Class_3
76731,Class_1
91610,Class_2
97329,Class_2
28961,Class_1
22910,Class_4
6177,Class_2
85215,Class_2
58771,Class_2
4185,Class_3
88104,Class_4
11040,Class_2
2372,Class_2
18912,Class_4
59054,Class_4
65643,Class_2
85308,Class_2
30687,Class_2
56285,Class_2
11777,Class_2
84351,Class_3
16446,Class_2
15968,Class_3
52216,Class_2
876,Class_1
95165,Class_2
70887,Class_3
58508,Class_2
77644,Class_2
72757,Class_2
20262,Class_2
49472,Class_2
23727,Class_2
3289,Class_3
37981,Class_1
24393,Class_1
49368,Class_4
46274,Class_2
73796,Class_2
81262,Class_4
57463,Class_3
15062,Class_2
29578,Class_2
20682,Class_3
66449,Class_2
60680,Class_4
71585,Class_2
42027,Class_3
35741,Class_3
54608,Class_3
26087,Class_2
41693,Class_2
88667,Class_3
29382,Class_3
52040,Class_2
93116,Class_2
1543,Class_2
11409,Class_2
78703,Class_4
90073,Class_2
74380,Class_2
88102,Class_2
37747,Class_2
49660,Class_1
2891,Class_4
68713,Class_2
31021,Class_2
19712,Class_2
60080,Class_2
10501,Class_2
50714,Class_2
12053,Class_2
19310,Class_2
46394,Class_2
39696,Class_2
8589,Class_2
1221,Class_1
64759,Class_2
40923,Class_3
30000,Class_3
93485,Class_3
97055,Class_2
90865,Class_3
72863,Class_1
64920,Class_3
98066,Class_2
30621,Class_2
11906,Class_1
34272,Class_1
87677,Class_1
101,Class_2
45118,Class_2
31083,Class_3
77615,Class_2
50334,Class_2
70334,Class_3
40474,Class_2
99715,Class_4
49611,Class_2
90328,Class_2
4940,Class_3
47827,Class_2
60291,Class_2
54914,Class_2
88002,Class_2
50463,Class_2
41776,Class_2
76873,Class_2
56217,Class_2
22714,Class_2
42744,Class_2
88638,Class_2
37037,Class_3
99033,Class_2
12789,Class_2
80995,Class_2
68060,Class_3
20364,Class_2
92766,Class_3
54814,Class_2
76722,Class_2
27093,Class_4
34035,Class_2
22353,Class_2
31920,Class_2
26317,Class_3
73464,Class_2
97242,Class_3
31192,Class_2
74739,Class_2
86506,Class_2
54622,Class_2
20078,Class_2
57881,Class_2
10289,Class_1
68632,Class_2
69175,Class_4
67236,Class_1
11570,Class_2
60773,Class_2
35476,Class_3
79772,Class_4
19375,Class_4
80495,Class_2
83153,Class_2
4420,Class_4
22006,Class_2
71419,Class_2
78355,Class_2
30400,Class_3
84735,Class_3
81364,Class_2
20603,Class_1
47520,Class_2
19687,Class_2
79994,Class_4
18828,Class_2
3309,Class_2
42917,Class_2
2873,Class_3
99954,Class_2
90100,Class_2
16320,Class_3
89660,Class_2
93504,Class_2
65799,Class_2
6108,Class_2
50925,Class_4
11098,Class_2
29207,Class_2
15502,Class_3
99470,Class_4
41982,Class_2
68969,Class_1
19878,Class_1
33839,Class_1
36107,Class_2
91799,Class_2
80031,Class_3
96307,Class_4
64395,Class_2
31939,Class_3
49963,Class_3
60234,Class_2
38234,Class_2
66638,Class_4
94614,Class_3
20277,Class_1
68092,Class_1
22999,Class_2
43673,Class_4
39822,Class_3
61648,Class_2
14137,Class_2
70593,Class_2
22309,Class_2
30053,Class_4
98083,Class_2
63727,Class_2
96421,Class_3
86575,Class_3
54539,Class_1
74484,Class_1
22775,Class_2
76477,Class_2
38091,Class_2
12484,Class_2
72857,Class_2
37209,Class_2
51751,Class_4
91546,Class_2
85995,Class_4
8543,Class_4
23514,Class_2
28521,Class_4
63616,Class_2
17579,Class_2
77458,Class_4
54552,Class_2
42512,Class_2
63773,Class_2
40298,Class_1
21756,Class_2
82751,Class_2
15663,Class_2
31794,Class_2
2592,Class_2
84841,Class_4
12820,Class_3
58079,Class_2
34275,Class_3
1742,Class_2
5389,Class_2
96476,Class_3
22094,Class_2
2309,Class_2
97023,Class_2
23962,Class_2
33621,Class_3
90155,Class_2
17308,Class_2
59250,Class_2
62917,Class_2
68473,Class_2
68789,Class_4
33801,Class_3
7448,Class_2
16726,Class_2
1841,Class_1
8913,Class_3
15292,Class_2
72151,Class_2
65461,Class_4
57481,Class_2
34455,Class_2
28243,Class_2
60770,Class_4
24429,Class_1
7363,Class_2
9543,Class_3
9826,Class_2
32404,Class_3
36488,Class_2
65111,Class_2
31697,Class_2
41512,Class_2
80841,Class_2
69238,Class_1
12396,Class_2
62412,Class_2
62689,Class_2
62258,Class_1
7836,Class_2
27693,Class_2
19732,Class_2
83650,Class_3
56442,Class_3
47750,Class_2
61986,Class_2
9368,Class_3
62973,Class_1
71580,Class_3
77144,Class_2
142,Class_3
79420,Class_2
91487,Class_4
98665,Class_2
17609,Class_2
4624,Class_2
21624,Class_2
98974,Class_2
41442,Class_2
10630,Class_2
75560,Class_3
22768,Class_2
50671,Class_4
49802,Class_2
81390,Class_2
87,Class_1
12524,Class_3
71178,Class_2
26397,Class_2
10949,Class_2
71070,Class_1
82473,Class_3
49035,Class_3
78801,Class_2
14531,Class_4
40406,Class_2
57140,Class_2
77330,Class_2
46282,Class_3
66742,Class_2
94590,Class_2
88807,Class_2
51561,Class_2
80572,Class_2
7623,Class_2
4276,Class_2
74914,Class_4
896,Class_4
98590,Class_2
46391,Class_3
53449,Class_2
94017,Class_2
32318,Class_2
65880,Class_2
70811,Class_2
69339,Class_2
69469,Class_1
35404,Class_3
66071,Class_2
42158,Class_2
86817,Class_4
16095,Class_2
27271,Class_4
65692,Class_4
34304,Class_1
86640,Class_3
62353,Class_2
39158,Class_2
84696,Class_4
72326,Class_4
69897,Class_2
5395,Class_3
8743,Class_2
66488,Class_2
59982,Class_2
95236,Class_2
9991,Class_3
76343,Class_2
20596,Class_2
36048,Class_1
99476,Class_2
34038,Class_2
49219,Class_2
1364,Class_3
11616,Class_2
52715,Class_3
24369,Class_2
52192,Class_4
1390,Class_1
62799,Class_2
99955,Class_3
55367,Class_3
97998,Class_2
85698,Class_2
79013,Class_2
17342,Class_3
79243,Class_3
85097,Class_3
15425,Class_2
11192,Class_1
54204,Class_2
88525,Class_2
53230,Class_2
61769,Class_3
99254,Class_2
9804,Class_2
98531,Class_2
43321,Class_3
35558,Class_2
20206,Class_1
68824,Class_2
97137,Class_2
89945,Class_2
